0.00.163.112 W srv  llama_server: -----------------
0.00.163.127 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.163.128 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.163.129 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.163.129 W srv  llama_server: -----------------
0.00.170.854 I srv    load_model: loading model 'C:/code/covenant-agent/baselines/qwen/models/qwen3.5-0.8b-s2r-q8.gguf'
0.05.400.434 I cmn          init: llama threadpool init, n_threads = 12
0.05.603.531 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 4096, kv_unified = 'true'
0.05.625.664 I srv  llama_server: model loaded
0.05.625.760 I srv  llama_server: listening on http://127.0.0.1:8078
0.12.589.310 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
8.14.177.776 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.498 (> 0.100 thold), f_keep = 0.486
8.14.765.539 I slot launch_slot_: id  3 | task 3482 | processing task, is_child = 0
8.18.683.618 I slot print_timing: id  3 | task 3482 | prompt eval time =    2308.30 ms /  1397 tokens (    1.65 ms per token,   605.21 tokens per second)
8.18.683.640 I slot print_timing: id  3 | task 3482 |        eval time =    1609.65 ms /    35 tokens (   47.34 ms per token,    21.12 tokens per second)
8.18.683.642 I slot print_timing: id  3 | task 3482 |       total time =    3917.95 ms /  1432 tokens
8.18.683.644 I slot print_timing: id  3 | task 3482 |    graphs reused =       2991
8.18.683.830 I slot      release: id  3 | task 3482 | stop processing: n_tokens = 1431, truncated = 0
8.18.940.117 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.496 (> 0.100 thold), f_keep = 0.486
8.19.627.269 I slot launch_slot_: id  3 | task 3520 | processing task, is_child = 0
8.23.240.019 I slot print_timing: id  3 | task 3520 | prompt eval time =    2475.68 ms /  1404 tokens (    1.76 ms per token,   567.12 tokens per second)
8.23.240.045 I slot print_timing: id  3 | task 3520 |        eval time =    1136.86 ms /    26 tokens (   45.47 ms per token,    21.99 tokens per second)
8.23.240.047 I slot print_timing: id  3 | task 3520 |       total time =    3612.54 ms /  1430 tokens
8.23.240.050 I slot print_timing: id  3 | task 3520 |    graphs reused =       3015
8.23.240.313 I slot      release: id  3 | task 3520 | stop processing: n_tokens = 1429, truncated = 0
8.23.564.889 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.494 (> 0.100 thold), f_keep = 0.487
8.24.173.919 I slot launch_slot_: id  3 | task 3549 | processing task, is_child = 0
8.28.003.983 I slot print_timing: id  3 | task 3549 | prompt eval time =    2376.05 ms /  1408 tokens (    1.69 ms per token,   592.58 tokens per second)
8.28.004.008 I slot print_timing: id  3 | task 3549 |        eval time =    1453.87 ms /    37 tokens (   40.39 ms per token,    24.76 tokens per second)
8.28.004.011 I slot print_timing: id  3 | task 3549 |       total time =    3829.92 ms /  1445 tokens
8.28.004.013 I slot print_timing: id  3 | task 3549 |    graphs reused =       3050
8.28.005.068 I slot      release: id  3 | task 3549 | stop processing: n_tokens = 1444, truncated = 0
8.28.218.609 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.496 (> 0.100 thold), f_keep = 0.482
8.28.584.889 I slot launch_slot_: id  3 | task 3589 | processing task, is_child = 0
8.31.472.198 I slot print_timing: id  3 | task 3589 | prompt eval time =    1875.36 ms /  1402 tokens (    1.34 ms per token,   747.59 tokens per second)
8.31.472.216 I slot print_timing: id  3 | task 3589 |        eval time =    1011.82 ms /    32 tokens (   32.64 ms per token,    30.64 tokens per second)
8.31.472.219 I slot print_timing: id  3 | task 3589 |       total time =    2887.17 ms /  1434 tokens
8.31.472.221 I slot print_timing: id  3 | task 3589 |    graphs reused =       3080
8.31.472.555 I slot      release: id  3 | task 3589 | stop processing: n_tokens = 1433, truncated = 0
8.31.728.971 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.496 (> 0.100 thold), f_keep = 0.486
8.32.326.273 I slot launch_slot_: id  3 | task 3624 | processing task, is_child = 0
8.35.997.498 I slot print_timing: id  3 | task 3624 | prompt eval time =    2347.42 ms /  1402 tokens (    1.67 ms per token,   597.25 tokens per second)
8.35.997.517 I slot print_timing: id  3 | task 3624 |        eval time =    1323.66 ms /    32 tokens (   42.70 ms per token,    23.42 tokens per second)
8.35.997.523 I slot print_timing: id  3 | task 3624 |       total time =    3671.08 ms /  1434 tokens
8.35.997.525 I slot print_timing: id  3 | task 3624 |    graphs reused =       3110
8.35.997.789 I slot      release: id  3 | task 3624 | stop processing: n_tokens = 1433, truncated = 0
8.36.301.538 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.496 (> 0.100 thold), f_keep = 0.486
8.36.850.891 I slot launch_slot_: id  3 | task 3659 | processing task, is_child = 0
8.40.781.199 I slot print_timing: id  3 | task 3659 | prompt eval time =    2551.49 ms /  1404 tokens (    1.82 ms per token,   550.27 tokens per second)
8.40.781.220 I slot print_timing: id  3 | task 3659 |        eval time =    1378.71 ms /    32 tokens (   44.47 ms per token,    22.48 tokens per second)
8.40.781.222 I slot print_timing: id  3 | task 3659 |       total time =    3930.21 ms /  1436 tokens
8.40.781.229 I slot print_timing: id  3 | task 3659 |    graphs reused =       3140
8.40.781.530 I slot      release: id  3 | task 3659 | stop processing: n_tokens = 1435, truncated = 0
8.41.040.314 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.496 (> 0.100 thold), f_keep = 0.486
8.41.726.458 I slot launch_slot_: id  3 | task 3694 | processing task, is_child = 0
8.45.543.996 I slot print_timing: id  3 | task 3694 | prompt eval time =    2458.45 ms /  1404 tokens (    1.75 ms per token,   571.09 tokens per second)
8.45.544.012 I slot print_timing: id  3 | task 3694 |        eval time =    1358.97 ms /    35 tokens (   39.97 ms per token,    25.02 tokens per second)
8.45.544.014 I slot print_timing: id  3 | task 3694 |       total time =    3817.42 ms /  1439 tokens
8.45.544.016 I slot print_timing: id  3 | task 3694 |    graphs reused =       3173
8.45.544.179 I slot      release: id  3 | task 3694 | stop processing: n_tokens = 1438, truncated = 0
8.45.865.573 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.501 (> 0.100 thold), f_keep = 0.485
8.46.459.114 I slot launch_slot_: id  3 | task 3732 | processing task, is_child = 0
8.50.139.088 I slot print_timing: id  3 | task 3732 | prompt eval time =    2443.91 ms /  1392 tokens (    1.76 ms per token,   569.58 tokens per second)
8.50.139.106 I slot print_timing: id  3 | task 3732 |        eval time =    1235.95 ms /    26 tokens (   49.44 ms per token,    20.23 tokens per second)
8.50.139.109 I slot print_timing: id  3 | task 3732 |       total time =    3679.86 ms /  1418 tokens
8.50.139.111 I slot print_timing: id  3 | task 3732 |    graphs reused =       3197
8.50.139.360 I slot      release: id  3 | task 3732 | stop processing: n_tokens = 1417, truncated = 0
8.50.503.647 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.501 (> 0.100 thold), f_keep = 0.492
8.51.175.980 I slot launch_slot_: id  3 | task 3761 | processing task, is_child = 0
8.54.607.851 I slot print_timing: id  3 | task 3761 | prompt eval time =    2377.07 ms /  1391 tokens (    1.71 ms per token,   585.17 tokens per second)
8.54.607.879 I slot print_timing: id  3 | task 3761 |        eval time =    1054.67 ms /    26 tokens (   42.19 ms per token,    23.70 tokens per second)
8.54.607.883 I slot print_timing: id  3 | task 3761 |       total time =    3431.74 ms /  1417 tokens
8.54.607.886 I slot print_timing: id  3 | task 3761 |    graphs reused =       3221
8.54.608.307 I slot      release: id  3 | task 3761 | stop processing: n_tokens = 1416, truncated = 0
8.54.867.246 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.486 (> 0.100 thold), f_keep = 0.492
8.55.460.326 I slot launch_slot_: id  3 | task 3790 | processing task, is_child = 0
8.59.019.547 I slot print_timing: id  3 | task 3790 | prompt eval time =    2472.97 ms /  1433 tokens (    1.73 ms per token,   579.46 tokens per second)
8.59.019.564 I slot print_timing: id  3 | task 3790 |        eval time =    1086.13 ms /    26 tokens (   43.45 ms per token,    23.02 tokens per second)
8.59.019.567 I slot print_timing: id  3 | task 3790 |       total time =    3559.10 ms /  1459 tokens
8.59.019.568 I slot print_timing: id  3 | task 3790 |    graphs reused =       3245
8.59.019.827 I slot      release: id  3 | task 3790 | stop processing: n_tokens = 1458, truncated = 0
8.59.306.382 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.489 (> 0.100 thold), f_keep = 0.478
8.59.927.537 I slot launch_slot_: id  3 | task 3819 | processing task, is_child = 0
9.03.836.602 I slot print_timing: id  3 | task 3819 | prompt eval time =    2365.10 ms /  1426 tokens (    1.66 ms per token,   602.93 tokens per second)
9.03.836.618 I slot print_timing: id  3 | task 3819 |        eval time =    1543.74 ms /    38 tokens (   41.72 ms per token,    23.97 tokens per second)
9.03.836.621 I slot print_timing: id  3 | task 3819 |       total time =    3908.84 ms /  1464 tokens
9.03.836.626 I slot print_timing: id  3 | task 3819 |    graphs reused =       3281
9.03.836.867 I slot      release: id  3 | task 3819 | stop processing: n_tokens = 1463, truncated = 0
9.04.193.471 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.489 (> 0.100 thold), f_keep = 0.476
9.04.895.862 I slot launch_slot_: id  3 | task 3860 | processing task, is_child = 0
9.08.687.048 I slot print_timing: id  3 | task 3860 | prompt eval time =    2622.03 ms /  1425 tokens (    1.84 ms per token,   543.47 tokens per second)
9.08.687.064 I slot print_timing: id  3 | task 3860 |        eval time =    1169.02 ms /    26 tokens (   46.76 ms per token,    21.39 tokens per second)
9.08.687.067 I slot print_timing: id  3 | task 3860 |       total time =    3791.05 ms /  1451 tokens
9.08.687.072 I slot print_timing: id  3 | task 3860 |    graphs reused =       3305
9.08.687.441 I slot      release: id  3 | task 3860 | stop processing: n_tokens = 1450, truncated = 0
9.09.028.364 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.488 (> 0.100 thold), f_keep = 0.481
9.09.618.044 I slot launch_slot_: id  3 | task 3889 | processing task, is_child = 0
9.13.170.383 I slot print_timing: id  3 | task 3889 | prompt eval time =    2416.12 ms /  1428 tokens (    1.69 ms per token,   591.03 tokens per second)
9.13.170.409 I slot print_timing: id  3 | task 3889 |        eval time =    1136.11 ms /    26 tokens (   45.44 ms per token,    22.00 tokens per second)
9.13.170.411 I slot print_timing: id  3 | task 3889 |       total time =    3552.23 ms /  1454 tokens
9.13.170.414 I slot print_timing: id  3 | task 3889 |    graphs reused =       3329
9.13.170.672 I slot      release: id  3 | task 3889 | stop processing: n_tokens = 1453, truncated = 0
9.13.438.926 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.488 (> 0.100 thold), f_keep = 0.480
9.14.004.447 I slot launch_slot_: id  3 | task 3918 | processing task, is_child = 0
9.16.785.627 I slot print_timing: id  3 | task 3918 | prompt eval time =    2090.74 ms /  1427 tokens (    1.47 ms per token,   682.53 tokens per second)
9.16.785.650 I slot print_timing: id  3 | task 3918 |        eval time =     690.27 ms /    26 tokens (   27.61 ms per token,    36.22 tokens per second)
9.16.785.653 I slot print_timing: id  3 | task 3918 |       total time =    2781.01 ms /  1453 tokens
9.16.785.655 I slot print_timing: id  3 | task 3918 |    graphs reused =       3353
9.16.785.888 I slot      release: id  3 | task 3918 | stop processing: n_tokens = 1452, truncated = 0
9.17.000.080 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.489 (> 0.100 thold), f_keep = 0.480
9.17.338.841 I slot launch_slot_: id  3 | task 3947 | processing task, is_child = 0
9.20.905.745 I slot print_timing: id  3 | task 3947 | prompt eval time =    2427.29 ms /  1425 tokens (    1.70 ms per token,   587.07 tokens per second)
9.20.905.768 I slot print_timing: id  3 | task 3947 |        eval time =    1139.36 ms /    26 tokens (   45.57 ms per token,    21.94 tokens per second)
9.20.905.771 I slot print_timing: id  3 | task 3947 |       total time =    3566.65 ms /  1451 tokens
9.20.905.774 I slot print_timing: id  3 | task 3947 |    graphs reused =       3377
9.20.906.026 I slot      release: id  3 | task 3947 | stop processing: n_tokens = 1450, truncated = 0
